DateTime,Condition,Rain,MaxTemp,MinTemp,SunRise,SunSet,MoonRise,MoonSet,AvgWind,AvgHumidity,AvgPressure
06.08.2019,Sunny,0,27,23,6:04:00,20:15:00,0:10:00,23:46:00,20,51,1015
05.08.2019,Partly cloudy,0,27,23,6:03:00,20:16:00,10:59:00,23:15:00,18,52,1013
04.08.2019,Partly cloudy,0,26,23,6:02:00,20:17:00,9:46:00,22:44:00,18,62,1008
03.08.2019,Partly cloudy,0.2,33,26,6:02:00,20:18:00,8:30:00,22:11:00,8,56,1007
02.08.2019,Partly cloudy,2.6,29,25,6:01:00,20:20:00,7:15:00,21:35:00,16,62,1010
01.08.2019,Partly cloudy,0,31,25,6:00:00,20:21:00,5:59:00,20:53:00,16,58,1009
31.07.2019,Partly cloudy,0,31,25,5:59:00,20:22:00,4:48:00,20:05:00,8,58,1008
30.07.2019,Partly cloudy,0,29,24,5:58:00,20:23:00,3:46:00,19:09:00,10,69,1005
29.07.2019,Partly cloudy,0,30,25,5:57:00,20:24:00,2:52:00,18:07:00,10,63,1003
28.07.2019,Partly cloudy,0,28,22,5:56:00,20:25:00,2:07:00,17:01:00,19,66,1007
27.07.2019,Sunny,0,28,23,5:55:00,20:26:00,1:31:00,15:55:00,19,59,1008
26.07.2019,Sunny,0,29,23,5:54:00,20:27:00,12:59:00,14:51:00,17,58,1013
25.07.2019,Partly cloudy,0,28,23,5:53:00,20:28:00,12:31:00,13:48:00,14,59,1015
24.07.2019,Patchy rain possible,3.1,26,23,5:52:00,20:29:00,12:05:00,0:48:00,18,64,1012
23.07.2019,Partly cloudy,0,30,24,5:51:00,20:29:00,,11:49:00,17,56,1013
22.07.2019,Partly cloudy,0,29,23,5:51:00,20:30:00,23:41:00,10:51:00,19,57,1017
21.07.2019,Sunny,0,28,23,5:50:00,20:31:00,23:16:00,9:53:00,20,59,1018
20.07.2019,Partly cloudy,0,28,22,5:50:00,20:32:00,22:49:00,8:55:00,24,62,1016
19.07.2019,Sunny,0,28,23,5:48:00,20:32:00,22:19:00,7:56:00,20,60,1014
18.07.2019,Partly cloudy,0,27,22,5:47:00,20:33:00,21:47:00,6:57:00,16,56,1010
17.07.2019,Partly cloudy,0,26,22,5:46:00,20:34:00,21:09:00,6:00:00,23,63,1007
16.07.2019,Partly cloudy,0,26,22,5:46:00,20:35:00,20:25:00,5:06:00,12,57,1008
15.07.2019,Patchy rain possible,3.1,25,20,5:45:00,20:35:00,19:36:00,4:16:00,10,63,1008
14.07.2019,Overcast,0,23,20,5:44:00,20:36:00,18:39:00,3:31:00,9,53,1007
13.07.2019,Partly cloudy,0,27,22,5:43:00,20:36:00,17:38:00,2:51:00,8,46,1011
12.07.2019,Partly cloudy,0,26,21,5:42:00,20:37:00,16:34:00,2:16:00,6,50,1011
11.07.2019,Heavy rain at times,26.4,22,18,5:42:00,20:37:00,15:28:00,1:44:00,24,71,1008
10.07.2019,Patchy rain possible,4.3,28,23,5:41:00,20:38:00,14:20:00,1:13:00,15,63,1008
09.07.2019,Partly cloudy,0,32,25,5:40:00,20:38:00,13:11:00,12:43:00,8,58,1012
08.07.2019,Patchy rain possible,0.2,31,25,5:40:00,20:38:00,0:01:00,12:12:00,12,54,1009
07.07.2019,Partly cloudy,0,31,23,5:39:00,20:39:00,10:50:00,,14,53,1011
06.07.2019,Partly cloudy,0,29,24,5:38:00,20:39:00,9:36:00,23:39:00,11,61,1012
05.07.2019,Partly cloudy,0,29,23,5:38:00,20:39:00,8:22:00,23:01:00,17,65,1014
04.07.2019,Partly cloudy,0,30,24,5:37:00,20:40:00,7:11:00,22:17:00,22,62,1014
03.07.2019,Sunny,0,31,24,5:37:00,20:40:00,6:04:00,21:26:00,15,61,1012
02.07.2019,Sunny,0,28,22,5:36:00,20:40:00,5:06:00,20:26:00,20,58,1013
01.07.2019,Partly cloudy,0,28,22,5:36:00,20:40:00,4:16:00,19:22:00,18,49,1018
30.06.2019,Patchy rain possible,0.4,25,22,5:35:00,20:40:00,3:35:00,18:15:00,18,50,1018
29.06.2019,Patchy rain possible,0.2,25,22,5:35:00,20:40:00,3:00:00,17:08:00,24,54,1015
28.06.2019,Partly cloudy,0,30,24,5:34:00,20:40:00,2:30:00,16:03:00,15,57,1010
27.06.2019,Sunny,0,29,24,5:34:00,20:40:00,2:03:00,15:00:00,22,59,1014
26.06.2019,Partly cloudy,0,29,24,5:34:00,20:40:00,1:38:00,14:00:00,24,70,1016
25.06.2019,Partly cloudy,0,29,24,5:34:00,20:40:00,1:38:00,14:00:00,24,70,1016
24.06.2019,Partly cloudy,0,31,26,5:33:00,20:40:00,12:46:00,0:02:00,14,47,1013
23.06.2019,Partly cloudy,0.1,32,24,5:33:00,20:40:00,12:18:00,11:04:00,7,62,1014
22.06.2019,Partly cloudy,0,30,24,5:32:00,20:40:00,,10:05:00,13,66,1013
21.06.2019,Partly cloudy,0.2,29,24,5:32:00,20:40:00,23:48:00,9:07:00,11,61,1012
20.06.2019,Partly cloudy,0.1,29,24,5:32:00,20:39:00,23:12:00,8:09:00,11,58,1010
19.06.2019,Partly cloudy,0.9,28,24,5:32:00,20:39:00,22:30:00,7:13:00,18,62,1011
18.06.2019,Partly cloudy,0.2,29,23,5:32:00,20:39:00,21:43:00,6:21:00,18,66,1011
17.06.2019,Partly cloudy,1.3,30,23,5:32:00,20:39:00,20:48:00,5:34:00,18,63,1010
16.06.2019,Patchy rain possible,0.1,28,23,5:32:00,20:38:00,19:48:00,4:51:00,17,68,1010
15.06.2019,Partly cloudy,0.2,28,23,5:32:00,20:38:00,18:43:00,4:14:00,12,67,1011
14.06.2019,Partly cloudy,0,28,23,5:32:00,20:37:00,17:36:00,3:41:00,14,63,1014
13.06.2019,Partly cloudy,0,30,24,5:32:00,20:37:00,16:28:00,3:09:00,8,64,1013
12.06.2019,Partly cloudy,0,28,22,5:32:00,20:36:00,15:20:00,2:39:00,8,70,1011
11.06.2019,Cloudy,0,28,22,5:32:00,20:36:00,14:10:00,2:09:00,10,68,1010
10.06.2019,Partly cloudy,0,26,22,5:32:00,20:35:00,13:00:00,1:38:00,20,70,1012
09.06.2019,Partly cloudy,0,27,22,5:32:00,20:35:00,11:49:00,1:02:00,18,68,1016
08.06.2019,Partly cloudy,0,29,23,5:32:00,20:34:00,10:37:00,12:22:00,13,59,1017
07.06.2019,Partly cloudy,0,29,24,5:33:00,20:34:00,9:27:00,,8,56,1017
06.06.2019,Partly cloudy,0,28,23,5:33:00,20:33:00,8:19:00,23:35:00,6,62,1015
05.06.2019,Partly cloudy,0,28,21,5:33:00,20:32:00,7:19:00,22:41:00,7,62,1013
04.06.2019,Partly cloudy,0.4,25,21,5:34:00,20:32:00,6:25:00,21:40:00,10,59,1013
03.06.2019,Partly cloudy,2.4,27,22,5:34:00,20:31:00,5:41:00,20:34:00,10,61,1014
02.06.2019,Partly cloudy,3.2,27,20,5:34:00,20:30:00,5:03:00,19:27:00,8,71,1013
01.06.2019,Partly cloudy,0,24,20,5:35:00,20:30:00,4:31:00,18:20:00,16,74,1014
31.05.2019,Partly cloudy,0,30,23,5:35:00,20:29:00,4:02:00,17:16:00,7,60,1015
30.05.2019,Sunny,0,27,20,5:36:00,20:28:00,3:36:00,16:14:00,11,64,1016
29.05.2019,Sunny,0,28,23,5:36:00,20:27:00,3:10:00,15:14:00,11,57,1012
28.05.2019,Patchy rain possible,0.4,30,20,5:37:00,20:26:00,2:44:00,14:14:00,6,61,1012
27.05.2019,Partly cloudy,0,26,17,5:37:00,20:26:00,2:17:00,13:16:00,14,59,1016
26.05.2019,Partly cloudy,0.4,26,18,5:38:00,20:25:00,1:48:00,0:17:00,10,67,1016
25.05.2019,Patchy rain possible,5.9,21,16,5:39:00,20:24:00,1:14:00,11:19:00,13,72,1012
24.05.2019,Patchy light rain with thunder,16.3,22,18,5:39:00,20:23:00,12:35:00,10:21:00,11,70,1008
23.05.2019,Partly cloudy,0,25,20,5:40:00,20:22:00,,9:25:00,8,57,1012
22.05.2019,Partly cloudy,0,25,19,5:41:00,20:21:00,23:51:00,8:30:00,9,60,1014
21.05.2019,Partly cloudy,0,25,19,5:41:00,20:21:00,23:51:00,8:30:00,9,60,1014
20.05.2019,Partly cloudy,0,25,21,5:43:00,20:19:00,22:01:00,6:56:00,11,55,1010
19.05.2019,Partly cloudy,0,24,18,5:43:00,20:18:00,20:57:00,6:16:00,12,67,1010
18.05.2019,Light rain shower,2.9,20,16,5:44:00,20:18:00,19:50:00,5:40:00,9,80,1008
17.05.2019,Patchy light rain with thunder,17.2,19,14,5:45:00,20:17:00,18:41:00,5:07:00,16,77,1008
16.05.2019,Patchy rain possible,2.4,23,17,5:46:00,20:16:00,17:31:00,4:36:00,15,67,1010
15.05.2019,Light rain shower,2.8,24,17,5:47:00,20:15:00,16:20:00,4:05:00,9,71,1011
14.05.2019,Patchy rain possible,4.3,23,15,5:48:00,20:14:00,15:09:00,3:34:00,18,71,1014
13.05.2019,Partly cloudy,0,21,15,5:49:00,20:13:00,13:58:00,3:00:00,23,63,1017
12.05.2019,Cloudy,0,22,16,5:50:00,20:12:00,0:46:00,2:21:00,9,62,1018
11.05.2019,Patchy rain possible,5.8,20,15,5:51:00,20:11:00,11:36:00,1:38:00,11,70,1015
10.05.2019,Light rain shower,6.9,19,15,5:52:00,20:10:00,10:29:00,12:47:00,9,65,1010
09.05.2019,Partly cloudy,0,18,13,5:53:00,20:09:00,9:28:00,,6,57,1014
08.05.2019,Patchy rain possible,1.2,16,13,5:54:00,20:08:00,8:33:00,23:50:00,10,61,1015
07.05.2019,Light rain shower,8.9,17,15,5:56:00,20:07:00,7:46:00,22:47:00,20,67,1008
06.05.2019,Partly cloudy,0.1,22,17,5:57:00,20:06:00,7:06:00,21:42:00,16,62,1006
05.05.2019,Patchy light rain with thunder,3.4,23,17,5:58:00,20:05:00,6:32:00,20:36:00,12,58,1008
04.05.2019,Cloudy,0,22,17,5:59:00,20:04:00,6:02:00,19:31:00,12,55,1012
03.05.2019,Partly cloudy,0,21,15,6:00:00,20:03:00,5:34:00,18:28:00,10,64,1013
02.05.2019,Partly cloudy,0.4,18,15,6:02:00,20:02:00,5:08:00,17:27:00,13,68,1010
01.05.2019,Partly cloudy,0,20,16,6:03:00,20:00:00,4:42:00,16:27:00,19,60,1009
30.04.2019,Partly cloudy,0,21,17,6:04:00,19:59:00,4:15:00,15:28:00,18,54,1010
29.04.2019,Partly cloudy,0.3,22,17,6:05:00,19:58:00,3:47:00,14:29:00,7,66,1012
28.04.2019,Patchy rain possible,0.3,21,16,6:07:00,19:57:00,3:15:00,13:31:00,8,63,1012
27.04.2019,Cloudy,0,21,14,6:08:00,19:56:00,2:39:00,0:33:00,5,58,1016
26.04.2019,Partly cloudy,0,19,13,6:09:00,19:55:00,1:57:00,11:37:00,11,63,1020
25.04.2019,Partly cloudy,0,20,14,6:11:00,19:54:00,1:10:00,10:42:00,10,64,1024
24.04.2019,Partly cloudy,1.1,21,12,6:12:00,19:53:00,12:15:00,9:52:00,9,61,1025
23.04.2019,Overcast,0,16,8,6:14:00,19:52:00,,9:05:00,16,53,1025
22.04.2019,Partly cloudy,0,16,10,6:15:00,19:51:00,23:15:00,8:22:00,10,49,1023
21.04.2019,Partly cloudy,0,13,9,6:17:00,19:50:00,22:09:00,7:45:00,13,51,1024
20.04.2019,Light rain shower,3.7,11,9,6:18:00,19:49:00,21:01:00,7:10:00,20,56,1024
19.04.2019,Patchy rain possible,1.5,12,9,6:20:00,19:48:00,19:50:00,6:37:00,19,62,1023
18.04.2019,Light rain shower,1.3,13,10,6:21:00,19:47:00,18:38:00,6:05:00,19,74,1021
17.04.2019,Partly cloudy,0,16,10,6:23:00,19:46:00,17:25:00,5:33:00,8,58,1017
16.04.2019,Overcast,0,12,9,6:24:00,19:45:00,16:12:00,4:58:00,17,62,1017
15.04.2019,Overcast,0.2,12,9,6:26:00,19:44:00,14:58:00,4:20:00,18,78,1015
14.04.2019,Moderate or heavy rain shower,13.5,15,11,6:27:00,19:43:00,13:46:00,3:38:00,15,82,1011
13.04.2019,Patchy rain possible,5.7,18,13,6:29:00,19:42:00,0:36:00,2:48:00,7,73,1012
12.04.2019,Light rain shower,1.9,17,13,6:30:00,19:41:00,11:33:00,1:54:00,20,69,1012
11.04.2019,Moderate or heavy rain with thunder,6.6,16,12,6:32:00,19:40:00,10:37:00,12:53:00,20,77,1009
10.04.2019,Light rain,4.6,14,12,6:33:00,19:38:00,9:48:00,,15,78,1005
09.04.2019,Patchy rain possible,1.7,17,12,6:35:00,19:37:00,9:07:00,23:50:00,12,74,1002
08.04.2019,Patchy rain possible,1.9,20,14,6:37:00,19:36:00,8:31:00,22:46:00,8,71,1006
07.04.2019,Partly cloudy,0,18,11,6:38:00,19:35:00,8:00:00,21:42:00,8,73,1010
06.04.2019,Cloudy,0,15,10,6:40:00,19:34:00,7:32:00,20:39:00,19,75,1011
05.04.2019,Partly cloudy,0,18,9,6:42:00,19:33:00,7:05:00,19:38:00,11,71,1015
04.04.2019,Partly cloudy,0,12,8,6:43:00,19:32:00,6:39:00,18:37:00,20,74,1017
03.04.2019,Patchy rain possible,0.2,11,9,6:45:00,19:31:00,6:12:00,17:38:00,23,69,1019
02.04.2019,Partly cloudy,0,13,10,6:47:00,19:30:00,5:45:00,16:39:00,21,74,1018
01.04.2019,Patchy rain possible,0.1,13,9,6:48:00,19:29:00,5:14:00,15:41:00,17,69,1014
31.03.2019,Partly cloudy,0.1,12,9,6:50:00,19:28:00,4:40:00,14:43:00,33,64,1015
30.03.2019,Partly cloudy,0,10,8,6:52:00,19:27:00,4:01:00,13:47:00,42,59,1020
29.03.2019,Cloudy,0,9,7,6:53:00,19:26:00,3:17:00,0:53:00,39,59,1024
28.03.2019,Overcast,0,10,7,6:55:00,19:25:00,2:26:00,0:01:00,29,59,1026
27.03.2019,Patchy rain possible,0.1,12,10,6:57:00,19:24:00,1:30:00,11:14:00,19,71,1020
26.03.2019,Cloudy,0,17,11,6:58:00,19:22:00,12:28:00,10:30:00,11,52,1011
25.03.2019,Partly cloudy,0,17,8,7:00:00,19:21:00,,9:51:00,10,53,1016
24.03.2019,Partly cloudy,0,11,7,7:02:00,19:20:00,23:23:00,9:16:00,20,51,1022
23.03.2019,Partly cloudy,0,14,9,7:03:00,19:19:00,22:14:00,8:42:00,18,59,1024
22.03.2019,Partly cloudy,0,13,9,7:05:00,19:18:00,21:03:00,8:09:00,21,57,1028
21.03.2019,Partly cloudy,0,13,9,7:07:00,19:17:00,19:50:00,7:37:00,27,72,1028
20.03.2019,Partly cloudy,0,14,11,7:09:00,19:16:00,18:35:00,7:02:00,19,68,1022
19.03.2019,Cloudy,0,18,14,7:10:00,19:15:00,17:20:00,6:24:00,6,65,1017
18.03.2019,Partly cloudy,0,23,14,7:12:00,19:14:00,16:04:00,5:42:00,7,60,1017
17.03.2019,Partly cloudy,0,17,12,7:14:00,19:13:00,14:51:00,4:53:00,13,65,1017
16.03.2019,Partly cloudy,0,13,5,7:15:00,19:12:00,13:43:00,3:59:00,15,65,1014
15.03.2019,Light drizzle,0.6,10,8,7:17:00,19:10:00,0:42:00,2:59:00,11,72,1009
14.03.2019,Cloudy,0,11,7,7:19:00,19:09:00,11:51:00,1:56:00,17,69,1013
13.03.2019,Light rain,15.6,8,7,7:20:00,19:08:00,11:07:00,12:51:00,37,78,1014
12.03.2019,Moderate rain,29,15,8,7:22:00,19:07:00,10:30:00,,26,76,1008
11.03.2019,Partly cloudy,0,18,14,7:24:00,19:06:00,9:58:00,23:48:00,15,62,1013
10.03.2019,Partly cloudy,0,16,13,7:25:00,19:05:00,9:29:00,22:46:00,16,72,1019
09.03.2019,Overcast,0,17,14,7:27:00,19:04:00,9:02:00,21:45:00,14,66,1021
08.03.2019,Partly cloudy,0,18,13,7:28:00,19:03:00,8:35:00,20:45:00,9,57,1022
07.03.2019,Partly cloudy,0.8,17,11,7:30:00,19:01:00,8:09:00,19:46:00,9,57,1024
06.03.2019,Light rain,10,14,12,7:32:00,19:00:00,7:42:00,18:48:00,16,76,1018
05.03.2019,Partly cloudy,0,14,9,7:33:00,18:59:00,7:12:00,17:50:00,16,55,1015
04.03.2019,Sunny,0,13,6,7:35:00,18:58:00,6:39:00,16:51:00,8,53,1018
03.03.2019,Partly cloudy,0,9,6,7:36:00,18:57:00,6:02:00,15:55:00,24,63,1018
02.03.2019,Light rain,3.3,12,8,7:38:00,18:56:00,5:20:00,15:00:00,17,79,1010
01.03.2019,Patchy rain possible,0.2,14,9,7:39:00,18:55:00,4:32:00,14:08:00,27,68,1010
28.02.2019,Partly cloudy,1.1,9,1,7:41:00,18:53:00,3:39:00,13:20:00,22,64,1017
27.02.2019,Light rain shower,5.7,7,4,7:42:00,18:52:00,2:41:00,0:36:00,26,69,1015
26.02.2019,Partly cloudy,0.4,9,6,7:44:00,18:51:00,1:39:00,11:57:00,17,68,1019
25.02.2019,Patchy rain possible,1.6,9,6,7:45:00,18:50:00,12:34:00,11:21:00,33,80,1028
24.02.2019,Light sleet,8,5,-5,7:47:00,18:49:00,,10:47:00,36,82,1030
23.02.2019,Light sleet,24.3,7,-5,7:48:00,18:47:00,23:27:00,10:15:00,36,81,1022
22.02.2019,Partly cloudy,0.2,12,9,7:50:00,18:46:00,22:16:00,9:43:00,8,67,1018
21.02.2019,Patchy rain possible,0.1,13,9,7:51:00,18:45:00,21:04:00,9:10:00,13,70,1022
20.02.2019,Partly cloudy,0,14,12,7:53:00,18:44:00,19:49:00,8:33:00,8,70,1020
19.02.2019,Sunny,0,15,10,7:54:00,18:43:00,18:32:00,7:53:00,14,71,1023
18.02.2019,Partly cloudy,0,14,9,7:55:00,18:41:00,17:16:00,7:06:00,6,68,1025
17.02.2019,Partly cloudy,0,10,6,7:57:00,18:40:00,16:03:00,6:12:00,14,66,1027
16.02.2019,Light rain shower,0.8,8,7,7:58:00,18:39:00,14:56:00,5:12:00,28,69,1027
15.02.2019,Light rain shower,3,8,7,7:59:00,18:38:00,13:59:00,4:07:00,32,70,1022
14.02.2019,Overcast,0.8,8,7,8:01:00,18:37:00,13:10:00,3:01:00,34,68,1024
13.02.2019,Moderate rain,15,8,8,8:02:00,18:35:00,0:30:00,1:56:00,34,79,1020
12.02.2019,Moderate rain at times,15.7,14,11,8:03:00,18:34:00,11:56:00,12:52:00,26,73,1011
11.02.2019,Partly cloudy,0,14,9,8:04:00,18:33:00,11:26:00,,15,64,1016
10.02.2019,Partly cloudy,0,10,7,8:05:00,18:32:00,10:58:00,23:51:00,6,67,1022
09.02.2019,Partly cloudy,0,11,7,8:07:00,18:30:00,10:31:00,22:51:00,8,64,1023
08.02.2019,Cloudy,0,8,6,8:08:00,18:29:00,10:06:00,21:52:00,15,64,1021
07.02.2019,Light rain,2.4,9,7,8:09:00,18:28:00,9:39:00,20:54:00,29,76,1020
06.02.2019,Light rain,1.5,12,11,8:10:00,18:27:00,9:10:00,19:56:00,23,81,1016
05.02.2019,Sunny,0,14,12,8:11:00,18:25:00,8:37:00,18:58:00,17,70,1020
04.02.2019,Partly cloudy,0,18,14,8:12:00,18:24:00,8:02:00,18:01:00,7,61,1020
03.02.2019,Partly cloudy,0,17,12,8:13:00,18:23:00,7:21:00,17:05:00,10,60,1019
02.02.2019,Partly cloudy,0,15,11,8:14:00,18:22:00,6:35:00,16:12:00,14,67,1019
01.02.2019,Patchy light drizzle,3.4,12,10,8:15:00,18:20:00,5:44:00,15:23:00,25,68,1014
31.01.2019,Moderate rain,7.6,14,11,8:16:00,18:19:00,4:48:00,14:38:00,23,68,1005
30.01.2019,Cloudy,0,14,11,8:17:00,18:18:00,3:48:00,13:58:00,11,63,1007
29.01.2019,Partly cloudy,0,15,12,8:18:00,18:17:00,2:46:00,13:22:00,17,66,1010
28.01.2019,Partly cloudy,0,13,9,8:19:00,18:15:00,1:42:00,0:48:00,10,77,1010
27.01.2019,Light rain,1.5,8,7,8:20:00,18:14:00,12:35:00,0:17:00,15,82,1007
26.01.2019,Light rain,3.4,14,11,8:20:00,18:13:00,,11:46:00,13,67,1002
25.01.2019,Light drizzle,0.6,14,10,8:21:00,18:12:00,23:27:00,11:15:00,19,68,1005
24.01.2019,Thundery outbreaks possible,0.1,14,11,8:22:00,18:11:00,22:15:00,10:41:00,22,66,1000
23.01.2019,Moderate rain,4.7,13,10,8:23:00,18:09:00,21:02:00,10:04:00,16,73,1009
22.01.2019,Cloudy,0,10,7,8:23:00,18:08:00,19:46:00,9:21:00,17,79,1018
21.01.2019,Patchy rain possible,0.2,10,8,8:24:00,18:07:00,18:31:00,8:30:00,15,77,1017
20.01.2019,Cloudy,0,13,10,8:24:00,18:06:00,17:20:00,7:33:00,11,70,1019
19.01.2019,Cloudy,0,13,10,8:25:00,18:05:00,16:15:00,6:28:00,14,75,1020
18.01.2019,Partly cloudy,0,12,9,8:26:00,18:03:00,15:21:00,5:20:00,16,65,1019
17.01.2019,Partly cloudy,0,10,7,8:26:00,18:02:00,14:35:00,4:11:00,16,67,1020
16.01.2019,Cloudy,0.3,6,3,8:26:00,18:01:00,13:57:00,3:05:00,22,61,1016
15.01.2019,Moderate or heavy sleet,10.7,7,4,8:27:00,18:00:00,13:25:00,2:01:00,27,75,1003
14.01.2019,Patchy rain possible,0.8,9,6,8:27:00,17:59:00,0:55:00,12:59:00,18,73,1004
13.01.2019,Overcast,0.1,5,4,8:28:00,17:58:00,0:28:00,,17,73,1011
12.01.2019,Light rain,10.7,6,5,8:28:00,17:57:00,0:02:00,23:59:00,25,82,1014
11.01.2019,Heavy rain,42,11,9,8:28:00,17:56:00,11:36:00,23:01:00,26,84,1013
10.01.2019,Moderate or heavy rain with thunder,9.4,12,10,8:28:00,17:55:00,11:07:00,22:03:00,33,69,1009
09.01.2019,Partly cloudy,1.4,7,3,8:29:00,17:54:00,10:36:00,21:05:00,25,62,1015
08.01.2019,Moderate or heavy snow showers,1.4,3,2,8:29:00,17:53:00,10:02:00,20:07:00,24,73,1020
07.01.2019,Moderate snow,8.4,3,3,8:29:00,17:52:00,9:23:00,19:11:00,25,75,1018
06.01.2019,Cloudy,0.3,5,4,8:29:00,17:51:00,8:38:00,18:17:00,17,68,1011
05.01.2019,Moderate or heavy rain with thunder,14.8,6,5,8:29:00,17:50:00,7:48:00,17:26:00,28,80,1016
04.01.2019,Light sleet,27.5,5,5,8:29:00,17:49:00,6:53:00,16:39:00,32,76,1016
03.01.2019,Light drizzle,14.5,8,6,8:29:00,17:48:00,5:54:00,15:57:00,26,74,1010
02.01.2019,Light drizzle,1.2,8,7,8:29:00,17:47:00,4:53:00,15:20:00,13,75,1013
01.01.2019,Cloudy,0,9,7,8:29:00,17:46:00,3:50:00,14:45:00,31,67,1021
31.12.2018,Cloudy,0,9,7,8:29:00,17:46:00,3:50:00,14:45:00,31,67,1021
30.12.2018,Cloudy,1.19,7,7,8:29:00,17:45:00,1:39:00,13:44:00,9,74,1023
29.12.2018,Overcast,7.46,8,7,8:28:00,17:44:00,12:31:00,13:14:00,13,78,1020
28.12.2018,Sunny,0.01,8,5,8:28:00,17:43:00,,0:43:00,6,65,1023
27.12.2018,Partly cloudy,0.41,7,3,8:28:00,17:43:00,23:22:00,0:09:00,9,65,1024
26.12.2018,Partly cloudy,0.33,5,4,8:27:00,17:42:00,22:10:00,11:31:00,17,61,1024
25.12.2018,Overcast,18.56,12,5,8:27:00,17:41:00,20:57:00,10:46:00,25,73,1018
24.12.2018,Partly cloudy,0.03,14,10,8:27:00,17:41:00,19:45:00,9:53:00,22,70,1016
23.12.2018,Partly cloudy,0.56,12,10,8:26:00,17:40:00,18:37:00,8:52:00,19,75,1021
22.12.2018,Sunny,0,11,7,8:26:00,17:40:00,17:38:00,7:45:00,17,76,1023
21.12.2018,Sunny,0,9,5,8:25:00,17:39:00,16:46:00,6:35:00,6,78,1027
20.12.2018,Partly cloudy,0.06,6,3,8:25:00,17:39:00,16:04:00,5:26:00,15,80,1028
19.12.2018,Overcast,3.99,7,3,8:24:00,17:38:00,15:28:00,4:18:00,38,85,1021
18.12.2018,Overcast,3.88,11,9,8:24:00,17:38:00,14:56:00,3:14:00,27,89,1016
17.12.2018,Cloudy,0,12,11,8:23:00,17:37:00,14:27:00,2:11:00,5,84,1014
16.12.2018,Partly cloudy,0,13,11,8:22:00,17:37:00,14:00:00,1:11:00,11,75,1015
15.12.2018,Partly cloudy,0,13,11,8:22:00,17:37:00,14:00:00,1:11:00,11,75,1015
14.12.2018,Overcast,0,10,7,8:21:00,17:37:00,13:05:00,,10,68,1021
13.12.2018,Sunny,0,9,6,8:20:00,17:36:00,0:35:00,23:14:00,15,53,1022
12.12.2018,Partly cloudy,4.51,7,6,8:19:00,17:36:00,0:02:00,22:16:00,16,68,1017
11.12.2018,Cloudy,6.2,9,7,8:19:00,17:36:00,11:25:00,21:20:00,17,72,1011
